2025-10-19 08:10:31.254 | INFO     | __main__:<module>:199 - DyFuzz test nltk
2025-10-19 08:11:06.443 | INFO     | __main__:run_limit_n:136 - Started 21th subprocess with PID 61982 (PGID 61982) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:08.035 | INFO     | __main__:run_limit_n:136 - Started 22th subprocess with PID 62113 (PGID 62113) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:09.631 | INFO     | __main__:run_limit_n:136 - Started 23th subprocess with PID 62240 (PGID 62240) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:11.237 | INFO     | __main__:run_limit_n:136 - Started 24th subprocess with PID 62367 (PGID 62367) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:15.815 | INFO     | __main__:run_limit_n:136 - Started 25th subprocess with PID 62498 (PGID 62498) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:17.427 | INFO     | __main__:run_limit_n:136 - Started 26th subprocess with PID 62625 (PGID 62625) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:19.043 | INFO     | __main__:run_limit_n:136 - Started 27th subprocess with PID 62756 (PGID 62756) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:20.728 | INFO     | __main__:run_limit_n:136 - Started 28th subprocess with PID 62883 (PGID 62883) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:22.330 | INFO     | __main__:run_limit_n:136 - Started 29th subprocess with PID 63010 (PGID 63010) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:23.937 | INFO     | __main__:run_limit_n:136 - Started 30th subprocess with PID 63141 (PGID 63141) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:25.904 | INFO     | __main__:run_limit_n:136 - Started 31th subprocess with PID 63268 (PGID 63268) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:27.532 | INFO     | __main__:run_limit_n:136 - Started 32th subprocess with PID 63395 (PGID 63395) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:27.652 | INFO     | __main__:run_limit_n:136 - Started 33th subprocess with PID 63396 (PGID 63396) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:29.244 | INFO     | __main__:run_limit_n:136 - Started 34th subprocess with PID 63527 (PGID 63527) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:31.317 | INFO     | __main__:run_limit_n:136 - Started 35th subprocess with PID 63654 (PGID 63654) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:32.926 | INFO     | __main__:run_limit_n:136 - Started 36th subprocess with PID 63781 (PGID 63781) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:34.545 | INFO     | __main__:run_limit_n:136 - Started 37th subprocess with PID 63912 (PGID 63912) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:36.116 | INFO     | __main__:run_limit_n:136 - Started 38th subprocess with PID 64039 (PGID 64039) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:37.721 | INFO     | __main__:run_limit_n:136 - Started 39th subprocess with PID 64166 (PGID 64166) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:39.432 | INFO     | __main__:run_limit_n:136 - Started 40th subprocess with PID 64297 (PGID 64297) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:41.133 | INFO     | __main__:run_limit_n:136 - Started 41th subprocess with PID 64424 (PGID 64424) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:42.746 | INFO     | __main__:run_limit_n:136 - Started 42th subprocess with PID 64551 (PGID 64551) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:44.348 | INFO     | __main__:run_limit_n:136 - Started 43th subprocess with PID 64682 (PGID 64682) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:45.925 | INFO     | __main__:run_limit_n:136 - Started 44th subprocess with PID 64809 (PGID 64809) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:47.525 | INFO     | __main__:run_limit_n:136 - Started 45th subprocess with PID 64936 (PGID 64936) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:52.825 | INFO     | __main__:run_limit_n:136 - Started 46th subprocess with PID 65067 (PGID 65067) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:54.439 | INFO     | __main__:run_limit_n:136 - Started 47th subprocess with PID 65198 (PGID 65198) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:56.946 | INFO     | __main__:run_limit_n:136 - Started 48th subprocess with PID 65325 (PGID 65325) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:11:58.653 | INFO     | __main__:run_limit_n:136 - Started 49th subprocess with PID 65456 (PGID 65456) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:00.309 | INFO     | __main__:run_limit_n:136 - Started 50th subprocess with PID 65583 (PGID 65583) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:04.446 | INFO     | __main__:run_limit_n:136 - Started 51th subprocess with PID 65714 (PGID 65714) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:06.125 | INFO     | __main__:run_limit_n:136 - Started 52th subprocess with PID 65851 (PGID 65851) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:07.767 | INFO     | __main__:run_limit_n:136 - Started 53th subprocess with PID 65983 (PGID 65983) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:13.062 | INFO     | __main__:run_limit_n:136 - Started 54th subprocess with PID 66114 (PGID 66114) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:14.719 | INFO     | __main__:run_limit_n:136 - Started 55th subprocess with PID 66245 (PGID 66245) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:16.330 | INFO     | __main__:run_limit_n:136 - Started 56th subprocess with PID 66372 (PGID 66372) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:17.931 | INFO     | __main__:run_limit_n:136 - Started 57th subprocess with PID 66499 (PGID 66499) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:19.535 | INFO     | __main__:run_limit_n:136 - Started 58th subprocess with PID 66630 (PGID 66630) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:21.122 | INFO     | __main__:run_limit_n:136 - Started 59th subprocess with PID 66757 (PGID 66757) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:22.737 | INFO     | __main__:run_limit_n:136 - Started 60th subprocess with PID 66884 (PGID 66884) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:24.454 | INFO     | __main__:run_limit_n:136 - Started 61th subprocess with PID 67015 (PGID 67015) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:28.354 | INFO     | __main__:run_limit_n:136 - Started 62th subprocess with PID 67142 (PGID 67142) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:30.037 | INFO     | __main__:run_limit_n:136 - Started 63th subprocess with PID 67273 (PGID 67273) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:30.158 | INFO     | __main__:run_limit_n:136 - Started 64th subprocess with PID 67274 (PGID 67274) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:31.823 | INFO     | __main__:run_limit_n:136 - Started 65th subprocess with PID 67401 (PGID 67401) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:33.374 | INFO     | __main__:run_limit_n:136 - Started 66th subprocess with PID 67528 (PGID 67528) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:35.055 | INFO     | __main__:run_limit_n:136 - Started 67th subprocess with PID 67659 (PGID 67659) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:36.746 | INFO     | __main__:run_limit_n:136 - Started 68th subprocess with PID 67786 (PGID 67786) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:38.370 | INFO     | __main__:run_limit_n:136 - Started 69th subprocess with PID 67913 (PGID 67913) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:40.038 | INFO     | __main__:run_limit_n:136 - Started 70th subprocess with PID 68044 (PGID 68044) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:41.577 | INFO     | __main__:run_limit_n:136 - Started 71th subprocess with PID 68171 (PGID 68171) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:43.253 | INFO     | __main__:run_limit_n:136 - Started 72th subprocess with PID 68298 (PGID 68298) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:44.931 | INFO     | __main__:run_limit_n:136 - Started 73th subprocess with PID 68429 (PGID 68429) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:46.550 | INFO     | __main__:run_limit_n:136 - Started 74th subprocess with PID 68556 (PGID 68556) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:48.271 | INFO     | __main__:run_limit_n:136 - Started 75th subprocess with PID 68683 (PGID 68683) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:49.941 | INFO     | __main__:run_limit_n:136 - Started 76th subprocess with PID 68814 (PGID 68814) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:51.633 | INFO     | __main__:run_limit_n:136 - Started 77th subprocess with PID 68941 (PGID 68941) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:53.266 | INFO     | __main__:run_limit_n:136 - Started 78th subprocess with PID 69068 (PGID 69068) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:54.934 | INFO     | __main__:run_limit_n:136 - Started 79th subprocess with PID 69199 (PGID 69199) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:56.654 | INFO     | __main__:run_limit_n:136 - Started 80th subprocess with PID 69326 (PGID 69326) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:58.340 | INFO     | __main__:run_limit_n:136 - Started 81th subprocess with PID 69453 (PGID 69453) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:12:59.953 | INFO     | __main__:run_limit_n:136 - Started 82th subprocess with PID 69584 (PGID 69584) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:01.639 | INFO     | __main__:run_limit_n:136 - Started 83th subprocess with PID 69711 (PGID 69711) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:01.762 | INFO     | __main__:run_limit_n:136 - Started 84th subprocess with PID 69712 (PGID 69712) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:03.453 | INFO     | __main__:run_limit_n:136 - Started 85th subprocess with PID 69839 (PGID 69839) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:05.181 | INFO     | __main__:run_limit_n:136 - Started 86th subprocess with PID 69970 (PGID 69970) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:06.825 | INFO     | __main__:run_limit_n:136 - Started 87th subprocess with PID 70112 (PGID 70112) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:06.932 | INFO     | __main__:run_limit_n:136 - Started 88th subprocess with PID 70113 (PGID 70113) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:08.537 | INFO     | __main__:run_limit_n:136 - Started 89th subprocess with PID 70240 (PGID 70240) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:10.132 | INFO     | __main__:run_limit_n:136 - Started 90th subprocess with PID 70371 (PGID 70371) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:11.743 | INFO     | __main__:run_limit_n:136 - Started 91th subprocess with PID 70498 (PGID 70498) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:13.430 | INFO     | __main__:run_limit_n:136 - Started 92th subprocess with PID 70625 (PGID 70625) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:15.037 | INFO     | __main__:run_limit_n:136 - Started 93th subprocess with PID 70756 (PGID 70756) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:17.032 | INFO     | __main__:run_limit_n:136 - Started 94th subprocess with PID 70883 (PGID 70883) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:19.097 | INFO     | __main__:run_limit_n:136 - Started 95th subprocess with PID 71010 (PGID 71010) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:19.206 | INFO     | __main__:run_limit_n:136 - Started 96th subprocess with PID 71011 (PGID 71011) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:21.104 | INFO     | __main__:run_limit_n:136 - Started 97th subprocess with PID 71142 (PGID 71142) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:21.213 | INFO     | __main__:run_limit_n:136 - Started 98th subprocess with PID 71143 (PGID 71143) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:22.923 | INFO     | __main__:run_limit_n:136 - Started 99th subprocess with PID 71270 (PGID 71270) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:24.523 | INFO     | __main__:run_limit_n:136 - Started 100th subprocess with PID 71397 (PGID 71397) for nltk.tokenize.word_tokenize with 3 params
2025-10-19 08:13:26.227 | INFO     | __main__:<module>:219 - Fuzz nltk.tokenize.word_tokenize 3 done
2025-10-19 08:13:26.228 | INFO     | __main__:<module>:220 - Coverage now: 11264
2025-10-19 08:13:26.228 | INFO     | __main__:<module>:210 - DyFuzz nltk tag.tnt.demo 0
2025-10-19 08:13:26.228 | DEBUG    | __main__:<module>:212 - nltk.tag.tnt.demo has 0 params, run once
2025-10-19 08:13:27.648 | INFO     | __main__:fuzzapi:250 - Coverage increased 14, now: 11278
2025-10-19 08:13:27.842 | INFO     | __main__:<module>:219 - Fuzz nltk.tag.tnt.demo 0 done
2025-10-19 08:13:27.842 | INFO     | __main__:<module>:220 - Coverage now: 11278
2025-10-19 08:13:27.843 | INFO     | __main__:<module>:210 - DyFuzz nltk sem.logic.read_logic 3
2025-10-19 08:13:27.843 | DEBUG    | __main__:<module>:217 - nltk.sem.logic.read_logic has 3 params, run 100 times
2025-10-19 08:13:27.844 | INFO     | __main__:run_limit_n:136 - Started 1th subprocess with PID 71656 (PGID 71656) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:29.523 | INFO     | __main__:run_limit_n:136 - Started 2th subprocess with PID 71783 (PGID 71783) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:31.118 | INFO     | __main__:run_limit_n:136 - Started 3th subprocess with PID 71914 (PGID 71914) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:32.726 | INFO     | __main__:run_limit_n:136 - Started 4th subprocess with PID 72041 (PGID 72041) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:34.421 | INFO     | __main__:run_limit_n:136 - Started 5th subprocess with PID 72168 (PGID 72168) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:36.023 | INFO     | __main__:run_limit_n:136 - Started 6th subprocess with PID 72299 (PGID 72299) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:36.144 | INFO     | __main__:run_limit_n:136 - Started 7th subprocess with PID 72300 (PGID 72300) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:37.731 | INFO     | __main__:run_limit_n:136 - Started 8th subprocess with PID 72427 (PGID 72427) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:39.346 | INFO     | __main__:run_limit_n:136 - Started 9th subprocess with PID 72554 (PGID 72554) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:45.353 | WARNING  | __main__:run_limit_n:139 - Subprocess timed out
2025-10-19 08:13:50.809 | INFO     | __main__:run_limit_n:136 - Started 10th subprocess with PID 72567 (PGID 72567) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:56.394 | INFO     | __main__:run_limit_n:136 - Started 11th subprocess with PID 72573 (PGID 72573) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:58.039 | INFO     | __main__:run_limit_n:136 - Started 12th subprocess with PID 72700 (PGID 72700) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:13:59.687 | INFO     | __main__:run_limit_n:136 - Started 13th subprocess with PID 72827 (PGID 72827) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:01.353 | INFO     | __main__:run_limit_n:136 - Started 14th subprocess with PID 72958 (PGID 72958) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:03.046 | INFO     | __main__:run_limit_n:136 - Started 15th subprocess with PID 73085 (PGID 73085) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:04.640 | INFO     | __main__:run_limit_n:136 - Started 16th subprocess with PID 73212 (PGID 73212) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:06.225 | INFO     | __main__:run_limit_n:136 - Started 17th subprocess with PID 73353 (PGID 73353) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:06.357 | INFO     | __main__:run_limit_n:136 - Started 18th subprocess with PID 73359 (PGID 73359) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:08.031 | INFO     | __main__:run_limit_n:136 - Started 19th subprocess with PID 73486 (PGID 73486) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:11.803 | INFO     | __main__:run_limit_n:136 - Started 20th subprocess with PID 73617 (PGID 73617) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:13.435 | INFO     | __main__:run_limit_n:136 - Started 21th subprocess with PID 73744 (PGID 73744) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:15.043 | INFO     | __main__:run_limit_n:136 - Started 22th subprocess with PID 73871 (PGID 73871) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:15.166 | INFO     | __main__:run_limit_n:136 - Started 23th subprocess with PID 73872 (PGID 73872) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:16.845 | INFO     | __main__:run_limit_n:136 - Started 24th subprocess with PID 74003 (PGID 74003) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:18.528 | INFO     | __main__:run_limit_n:136 - Started 25th subprocess with PID 74130 (PGID 74130) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:20.138 | INFO     | __main__:run_limit_n:136 - Started 26th subprocess with PID 74257 (PGID 74257) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:21.840 | INFO     | __main__:run_limit_n:136 - Started 27th subprocess with PID 74388 (PGID 74388) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:23.465 | INFO     | __main__:run_limit_n:136 - Started 28th subprocess with PID 74515 (PGID 74515) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:23.588 | INFO     | __main__:run_limit_n:136 - Started 29th subprocess with PID 74516 (PGID 74516) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:25.227 | INFO     | __main__:run_limit_n:136 - Started 30th subprocess with PID 74643 (PGID 74643) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:25.332 | INFO     | __main__:run_limit_n:136 - Started 31th subprocess with PID 74644 (PGID 74644) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:27.035 | INFO     | __main__:run_limit_n:136 - Started 32th subprocess with PID 74775 (PGID 74775) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:28.646 | INFO     | __main__:run_limit_n:136 - Started 33th subprocess with PID 74902 (PGID 74902) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:30.237 | INFO     | __main__:run_limit_n:136 - Started 34th subprocess with PID 75029 (PGID 75029) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:31.995 | INFO     | __main__:run_limit_n:136 - Started 35th subprocess with PID 75160 (PGID 75160) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:33.631 | INFO     | __main__:run_limit_n:136 - Started 36th subprocess with PID 75287 (PGID 75287) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:35.234 | INFO     | __main__:run_limit_n:136 - Started 37th subprocess with PID 75414 (PGID 75414) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:36.935 | INFO     | __main__:run_limit_n:136 - Started 38th subprocess with PID 75545 (PGID 75545) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:38.512 | INFO     | __main__:run_limit_n:136 - Started 39th subprocess with PID 75672 (PGID 75672) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:40.144 | INFO     | __main__:run_limit_n:136 - Started 40th subprocess with PID 75799 (PGID 75799) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:41.944 | INFO     | __main__:run_limit_n:136 - Started 41th subprocess with PID 75930 (PGID 75930) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:43.554 | INFO     | __main__:run_limit_n:136 - Started 42th subprocess with PID 76057 (PGID 76057) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:45.249 | INFO     | __main__:run_limit_n:136 - Started 43th subprocess with PID 76184 (PGID 76184) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:46.927 | INFO     | __main__:run_limit_n:136 - Started 44th subprocess with PID 76315 (PGID 76315) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:48.539 | INFO     | __main__:run_limit_n:136 - Started 45th subprocess with PID 76442 (PGID 76442) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:50.249 | INFO     | __main__:run_limit_n:136 - Started 46th subprocess with PID 76569 (PGID 76569) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:51.824 | INFO     | __main__:run_limit_n:136 - Started 47th subprocess with PID 76700 (PGID 76700) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:53.528 | INFO     | __main__:run_limit_n:136 - Started 48th subprocess with PID 76827 (PGID 76827) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:55.167 | INFO     | __main__:run_limit_n:136 - Started 49th subprocess with PID 76954 (PGID 76954) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:55.290 | INFO     | __main__:run_limit_n:136 - Started 50th subprocess with PID 76955 (PGID 76955) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:56.941 | INFO     | __main__:run_limit_n:136 - Started 51th subprocess with PID 77086 (PGID 77086) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:14:58.627 | INFO     | __main__:run_limit_n:136 - Started 52th subprocess with PID 77213 (PGID 77213) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:00.215 | INFO     | __main__:run_limit_n:136 - Started 53th subprocess with PID 77340 (PGID 77340) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:01.846 | INFO     | __main__:run_limit_n:136 - Started 54th subprocess with PID 77471 (PGID 77471) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:01.984 | INFO     | __main__:run_limit_n:136 - Started 55th subprocess with PID 77472 (PGID 77472) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:03.639 | INFO     | __main__:run_limit_n:136 - Started 56th subprocess with PID 77599 (PGID 77599) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:05.234 | INFO     | __main__:run_limit_n:136 - Started 57th subprocess with PID 77726 (PGID 77726) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:06.886 | INFO     | __main__:run_limit_n:136 - Started 58th subprocess with PID 77872 (PGID 77872) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:08.540 | INFO     | __main__:run_limit_n:136 - Started 59th subprocess with PID 77999 (PGID 77999) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:10.145 | INFO     | __main__:run_limit_n:136 - Started 60th subprocess with PID 78126 (PGID 78126) for nltk.sem.logic.read_logic with 3 params
2025-10-19 08:15:11.724 | INFO     | __main__:run_limit_n:136 - Started 61th subprocess with PID 78257 (PGID 78257) for nltk.sem.logic.read_logic with 3 params
